5,2,7,37,9.5,126.07,33.971707,-118.123095,0.47,0,4,2023
5,0,7,37,9.5,126.133,33.971763,-118.122905,0.505,0,4,2023
5,0,7,37,10.33,126.963,33.981839,-118.130679,0.425,0,4,2610
5,0,7,37,12.18,128.813,34.002541,-118.150997,0.545,0,4,2021
5,0,7,37,13.35,129.983,34.013676,-118.166091,0.323,0,4,2537
5,2,7,37,13.67,130.24,34.015325,-118.17127,0.495,0,3,2536
5,0,7,37,66.1,182.44,34.571045,-118.689102,5,0,4,4618
210,1,7,37,43.3,43.589,34.117595,-117.844142,0.8,1,1,4271
10,1,7,37,18.52,16.759,34.055167,-118.216535,0.291,0,3,2092
10,1,7,37,18.53,17.03,34.054801,-118.211859,0.125,0,3,2484
10,1,7,37,18.75,17.25,34.053806,-118.208214,0.25,0,4,2485
10,1,7,37,19.03,17.53,34.05411,-118.203478,0.28,0,6,2486
10,1,7,37,19.66,18.16,34.055306,-118.192689,0.37,0,6,2093
10,3,7,37,19.66,18.16,34.055573,-118.192729,0.37,0,6,2093
10,1,7,37,20.05,18.55,34.055285,-118.185874,0.5,0,6,2488
10,1,7,37,20.79,19.29,34.059959,-118.174416,0.19,0,4,2478
10,3,7,37,21.25,19.75,34.061442,-118.167268,0.34,0,4,2319
10,1,7,37,21.54,20.04,34.061918,-118.162504,0.38,0,4,2542
10,1,7,37,22.01,20.51,34.065882,-118.155495,0.428,0,5,2094
10,3,7,37,22.03,20.53,34.066326,-118.155441,0.29,0,4,2534
10,1,7,37,22.91,21.41,34.071251,-118.141723,0.446,0,4,2533
10,3,7,37,24.31,22.81,34.071889,-118.117349,0.38,0,4,2096
10,1,7,37,28.09,26.59,34.071934,-118.051536,0.475,0,4,3741
210,1,7,37,43.3,43.589,34.117595,-117.844142,0.8,0,4,4271
210,1,7,37,44.2,44.489,34.120911,-117.829234,0.65,0,4,4451
10,1,7,37,44.68,43.18,34.071766,-117.769758,0.515,0,4,2107
10,3,7,37,47.24,45.74,34.081731,-117.72793,0.2,0,4,2109
57,0,7,37,7.3,19.117,34.059539,-117.804678,0.56,0,3,4558
60,1,7,37,3.08,3.254,34.034994,-118.173285,0.47,0,4,2367
60,1,7,37,11.57,11.711,34.034891,-118.029411,0.56,0,4,2361
60,1,7,37,12.1,12.241,34.031123,-118.02136,0.535,0,6,2583
60,3,7,37,12.1,12.241,34.03138,-118.02126,0.569,0,5,2583
60,3,7,37,14.98,15.121,34.012079,-117.980022,0.45,0,4,2158
60,3,7,37,18.35,18.491,33.996291,-117.924633,0.25,0,4,2161
60,1,7,37,18.35,18.491,33.996031,-117.924675,0.18,0,4,2161
60,1,7,37,22.3,22.441,33.998463,-117.856533,0.405,0,4,2162
91,1,7,37,6.12,0.108,33.872586,-118.289005,0.333,0,3,2257
91,3,7,37,16.22,10.218,33.876731,-118.114918,0.52,0,5,2169
91,1,7,37,16.22,10.218,33.876464,-118.114961,0.52,0,6,2169
91,1,7,37,16.8,10.798,33.876234,-118.104961,0.575,0,3,2384
91,3,7,37,16.8,10.798,33.876465,-118.104925,0.575,0,4,2384
101,2,7,37,2.08,3.428,34.067067,-118.254688,0.365,0,4,2076
101,2,7,37,2.56,3.908,34.070002,-118.262279,0.355,0,4,3004
101,2,7,37,4.2,5.548,34.078365,-118.288977,0.525,0,4,3002
101,0,7,37,10.53,11.878,34.139643,-118.365139,0.565,0,5,3169
101,2,7,37,29.5,30.832,34.149135,-118.672472,0.79,0,5,2634
105,3,7,37,2.6,2.6,33.932384,-118.3602,0.75,0,3,2612
105,1,7,37,5.5,5.5,33.925238,-118.313092,0.55,0,4,2585
105,3,7,37,5.5,5.5,33.925579,-118.313116,0.6,0,4,2586
105,1,7,37,6,6,33.926392,-118.304528,0.55,0,4,2587
105,3,7,37,6,6,33.926754,-118.304542,0.5,0,4,2588
105,1,7,37,6.6,6.6,33.928424,-118.29444,0.6,0,5,2589
105,1,7,37,8.2,8.2,33.927305,-118.266557,0.3,0,4,2638
105,1,7,37,8.4,8.4,33.927289,-118.263121,0.3,0,4,2639
105,1,7,37,10.9,10.9,33.929098,-118.220055,0.6,0,3,2643
105,1,7,37,12.6,12.6,33.917731,-118.194032,0.65,0,4,2646
105,3,7,37,12.6,12.6,33.918043,-118.193865,0.455,0,4,2645
105,3,7,37,15.3,15.3,33.913023,-118.148672,0.35,0,3,2596
118,1,7,37,8.93,42.461,34.268787,-118.486194,0.495,1,1,3529
134,3,7,37,6,5.983,34.154235,-118.274159,0.556,0,4,3111
405,2,7,37,2.74,26.688,33.802703,-118.13339,0.26,0,5,2049
405,0,7,37,3.82,27.768,33.807173,-118.150983,0.385,0,5,2048
405,0,7,37,11.82,35.592,33.845809,-118.269724,0.365,0,5,2045
405,0,7,37,13.18,36.952,33.858551,-118.287766,0.355,0,4,2480
405,0,7,37,14.96,38.732,33.862176,-118.318174,0.545,0,4,2043
405,2,7,37,16,39.772,33.867122,-118.335344,0.48,0,4,2042
405,0,7,37,20.6,44.372,33.921751,-118.368902,0.488,0,5,2055
405,0,7,37,28.52,52.292,34.018964,-118.42366,0.22,0,5,2059
405,2,7,37,30.47,54.242,34.042214,-118.442698,0.335,0,5,2060
405,0,7,37,30.47,54.242,34.042287,-118.44249,0.41,0,6,2060
405,0,7,37,35.8,59.572,34.11048,-118.481488,0.59,0,5,2066
