405,0,7,37,37.57,61.342,34.133767,-118.472292,0.605,0,6,2068
605,0,7,37,2.28,4.332,33.838278,-118.087885,0.47,0,4,2138
605,2,7,37,4.31,6.362,33.866067,-118.098862,0.535,0,5,2139
605,0,7,37,6.93,8.982,33.903565,-118.10513,0.24,0,5,3247
605,0,7,37,10.91,12.962,33.958124,-118.087014,0.557,0,4,2144
605,2,7,37,13,15.052,33.985594,-118.072012,0.453,0,4,2145
605,0,7,37,14.89,16.942,34.009316,-118.057906,0.473,0,4,2146
605,0,7,37,23.952,26.004,34.114761,-117.977832,0.426,0,4,4428
710,2,7,37,23.707,18.714,34.022791,-118.172955,0.265,0,4,2255
5,2,7,37,8.93,125.5,33.963867,-118.11987,0.575,0,4,3043
5,2,7,37,2.27,118.84,33.892489,-118.044573,0.385,0,3,3253
5,0,7,37,2.52,119.153,33.894587,-118.048098,0.265,0,3,3270
5,2,7,37,3.28,119.85,33.900669,-118.059422,0.41,0,3,3252
5,2,7,37,4.89,121.46,33.916643,-118.079557,0.47,0,3,3091
5,2,7,37,8.21,124.78,33.956897,-118.110532,0.275,0,4,3045
5,2,7,37,8.35,124.92,33.958225,-118.11239,0.36,0,4,3044
5,0,7,37,10.72,127.353,33.985955,-118.135337,0.485,0,4,3331
5,2,7,37,11.54,128.11,33.994935,-118.14469,0.44,0,4,3330
5,2,7,37,12.68,129.25,34.007592,-118.157266,0.421,0,4,3647
5,0,7,37,12.63,129.263,34.007196,-118.156466,0.421,0,4,3647
5,2,7,37,13.35,129.92,34.013529,-118.166192,0.323,0,4,2537
5,0,7,37,14.35,130.983,34.020076,-118.181702,0.565,0,5,3153
5,2,7,37,14.34,130.91,34.019879,-118.181588,0.546,0,5,3153
5,2,7,37,14.763,131.333,34.020088,-118.189029,0.4,0,5,3151
5,0,7,37,15.77,132.403,34.025295,-118.205056,0.495,0,5,2576
5,2,7,37,19.45,136.02,34.069368,-118.217386,0.81,0,4,3624
5,2,7,37,20.7,137.27,34.083198,-118.228213,0.57,0,5,3094
5,0,7,37,21.8,138.433,34.094038,-118.242314,0.465,0,5,3037
5,0,7,37,23.2,139.833,34.108429,-118.258982,0.55,0,5,3038
5,2,7,37,24.168,140.738,34.118291,-118.270166,0.48,0,4,3097
5,0,7,37,27.77,144.403,34.164088,-118.295568,0.36,0,4,3220
5,0,7,37,27.92,144.553,34.165484,-118.29753,0.315,0,4,3219
5,0,7,37,28.4,145.033,34.17007,-118.303837,0.265,0,4,3222
5,0,7,37,28.45,145.083,34.170572,-118.30448,0.435,0,4,3221
5,0,7,37,29.27,145.903,34.179879,-118.312407,0.76,0,4,3223
5,0,7,37,32.41,149.043,34.212728,-118.349041,1.155,0,4,3227
5,2,7,37,33.23,149.8,34.221104,-118.358957,0.65,0,4,3238
5,2,7,37,33.58,150.15,34.221822,-118.364915,0.505,0,4,3237
5,2,7,37,34.24,150.81,34.225778,-118.375075,0.65,0,4,3236
5,0,7,37,34.24,150.873,34.225945,-118.374982,0.51,0,4,3236
5,2,7,37,34.88,151.45,34.226376,-118.385923,0.415,0,4,3235
5,0,7,37,35.07,151.703,34.227093,-118.389006,0.55,0,4,3230
5,2,7,37,35.07,151.64,34.226944,-118.389042,0.48,0,4,3234
5,0,7,37,35.84,152.473,34.231273,-118.40134,0.84,0,4,3231
5,2,7,37,35.84,152.41,34.231047,-118.401401,0.84,0,4,3233
5,2,7,37,36.75,153.32,34.23742,-118.414827,0.54,0,4,3232
5,2,7,37,37.47,154.04,34.245149,-118.422992,0.27,0,6,3487
5,2,7,37,37.84,154.41,34.249183,-118.427257,0.435,0,6,3488
10,1,7,37,7.22,5.065,34.029516,-118.403014,0.535,0,5,3133
10,1,7,37,8.75,6.595,34.036847,-118.379114,0.325,0,4,3135
10,1,7,37,9.01,6.855,34.036314,-118.374796,0.23,0,4,3136
10,1,7,37,9.51,7.355,34.034495,-118.366371,0.295,0,5,3137
10,1,7,37,11.54,9.385,34.035074,-118.33108,0.585,0,5,3140
10,3,7,37,13.21,11.055,34.037222,-118.302221,0.29,0,4,3123
10,3,7,37,18.53,17.03,34.05498,-118.211804,0.245,0,3,2484
10,3,7,37,18.75,17.25,34.053995,-118.208218,0.185,0,4,2485
10,3,7,37,18.9,17.4,34.053753,-118.205692,0.28,0,4,3816
10,3,7,37,18.9,17.4,34.053753,-118.205692,0.28,1,2,3816
10,3,7,37,19.31,17.81,34.055448,-118.19888,0.38,0,6,2487
10,1,7,37,21.25,19.75,34.061277,-118.167246,0.25,0,4,2319
10,3,7,37,21.72,20.22,34.063934,-118.160163,0.39,0,3,3812
10,1,7,37,23.38,21.88,34.071342,-118.133569,0.32,0,4,3727
10,1,7,37,23.29,21.79,34.071335,-118.135155,0.235,0,4,3726
10,3,7,37,23.38,21.88,34.071662,-118.133572,0.33,0,4,3809
10,1,7,37,24.32,22.82,34.071574,-118.11718,0.37,0,4,2096
10,3,7,37,23.95,22.45,34.071803,-118.123604,0.33,0,4,3808
10,1,7,37,23.93,22.43,34.071438,-118.123947,0.325,0,4,3728
10,3,7,37,24.04,22.54,34.071819,-118.12204,0.18,0,4,3807
10,1,7,37,24.77,23.27,34.071665,-118.10937,0.275,0,4,3730
10,3,7,37,24.8,23.3,34.072021,-118.108838,0.29,0,4,3806
10,3,7,37,24.89,23.39,34.072053,-118.107276,0.235,0,4,3805
10,1,7,37,25.26,23.76,34.071731,-118.100852,0.26,0,4,3732
10,3,7,37,25.27,23.77,34.072192,-118.100669,0.25,0,4,3804
10,1,7,37,25.39,23.89,34.071766,-118.098584,0.255,0,4,3733
10,3,7,37,25.39,23.89,34.072118,-118.09858,0.265,0,4,3803
10,1,7,37,25.77,24.27,34.071834,-118.091958,0.25,0,4,3734
10,3,7,37,25.8,24.3,34.072221,-118.091434,0.255,0,4,3802
10,3,7,37,25.9,24.4,34.072253,-118.089691,0.246,0,4,3801
10,3,7,37,26.292,24.792,34.072342,-118.082856,0.445,0,4,3800
10,1,7,37,26.31,24.81,34.071945,-118.082543,0.45,0,4,3736
10,3,7,37,26.79,25.29,34.072457,-118.074173,0.309,0,4,3799
10,1,7,37,26.79,25.29,34.072071,-118.074173,0.315,0,4,3738
10,3,7,37,26.91,25.41,34.072494,-118.07208,0.17,0,4,3798
10,1,7,37,26.94,25.44,34.072083,-118.071554,0.165,0,4,3739
10,1,7,37,27.12,25.62,34.072106,-118.068405,0.445,0,4,3740
10,3,7,37,27.13,25.63,34.07251,-118.068233,0.36,0,4,3740
